restaurant_name,city,cuisines,avg_cost_for_two,price_range,rating,votes,online_delivery,table_booking,city_clean,state_clean,population,city_tier
Health-O-Lic,New Delhi,"Healthy Food, Juices",500,2,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Himalya Chinese,New Delhi,Chinese,300,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
KindBhutani's,New Delhi,"South Indian, Fast Food, Chinese",350,1,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
Mama Bhanja Corner,New Delhi,North Indian,500,2,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
Mama Tao,New Delhi,Chinese,250,1,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
Manpasand Punjabi Zaika,New Delhi,North Indian,350,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Pal Restaurant,New Delhi,"North Indian, Chinese",250,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Pizza Station,New Delhi,Fast Food,250,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Punjabi Dhaba,New Delhi,North Indian,300,1,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
Punjabi Virsa,New Delhi,"North Indian, Chinese, Mughlai",700,2,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
Sahib Jhatka Chicken Shop,New Delhi,North Indian,250,1,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
Salt & Peppers,New Delhi,Chinese,500,2,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
Sethi Ice Cream Parlour,New Delhi,"Desserts, Beverages",150,1,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
Shah Ji Di Rasoi,New Delhi,Street Food,200,1,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
Shawarma Wala,New Delhi,Fast Food,300,1,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
Snazzy Delights,New Delhi,Bakery,300,1,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
South Indian Hut,New Delhi,South Indian,200,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
T-2 Di Hatti,New Delhi,Street Food,100,1,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
The Second Wife Kitchen,New Delhi,North Indian,500,2,0.0,2,Yes,No,delhi,delhi,9879172.0,Tier 1
Today Pizza,New Delhi,Fast Food,250,1,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
Turban Tadka,New Delhi,"North Indian, Fast Food",250,1,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
Wah Shah Ji Wah,New Delhi,North Indian,300,1,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
Wah Wah Chicken Corner,New Delhi,North Indian,400,1,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
Brijwasi Sweet and Namkeen,New Delhi,"Street Food, Mithai",100,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Khana Khazana,New Delhi,"North Indian, Mughlai, Chinese, Bakery",800,2,3.7,281,No,No,delhi,delhi,9879172.0,Tier 1
Ahad Sons Restaurant,New Delhi,Kashmiri,750,2,3.4,104,No,No,delhi,delhi,9879172.0,Tier 1
Jughead's Fast Food Corner,New Delhi,"Chinese, Fast Food, North Indian",500,2,3.6,438,Yes,No,delhi,delhi,9879172.0,Tier 1
The Coffee Bond,New Delhi,Cafe,700,2,4.2,73,Yes,No,delhi,delhi,9879172.0,Tier 1
Wow! Momo,New Delhi,"Tibetan, Chinese",350,1,2.9,77,Yes,No,delhi,delhi,9879172.0,Tier 1
Domino's Pizza,New Delhi,"Pizza, Fast Food",700,2,3.6,24,No,No,delhi,delhi,9879172.0,Tier 1
Haldiram's,New Delhi,"Mithai, North Indian, South Indian",500,2,3.7,59,No,No,delhi,delhi,9879172.0,Tier 1
Keventers,New Delhi,Beverages,400,1,3.8,37,No,No,delhi,delhi,9879172.0,Tier 1
Pat 'N' Harry,New Delhi,American,400,1,2.3,42,Yes,No,delhi,delhi,9879172.0,Tier 1
"34, Chowringhee Lane",New Delhi,Fast Food,200,1,3.1,5,Yes,No,delhi,delhi,9879172.0,Tier 1
Aggarwal Sweets,New Delhi,Mithai,100,1,2.8,5,No,No,delhi,delhi,9879172.0,Tier 1
Amritsari Dhaba,New Delhi,North Indian,250,1,2.9,10,No,No,delhi,delhi,9879172.0,Tier 1
Apna Swad,New Delhi,"North Indian, Chinese, Fast Food",500,2,2.9,4,Yes,No,delhi,delhi,9879172.0,Tier 1
ATM Food Corner,New Delhi,North Indian,200,1,3.0,4,No,No,delhi,delhi,9879172.0,Tier 1
Burger House,New Delhi,"Burger, Fast Food",200,1,2.8,4,Yes,No,delhi,delhi,9879172.0,Tier 1
Cafe De Bienka,New Delhi,"Fast Food, Chinese",350,1,2.7,12,No,No,delhi,delhi,9879172.0,Tier 1
Chatkaara Point,New Delhi,"Fast Food, Chinese",250,1,2.9,7,No,No,delhi,delhi,9879172.0,Tier 1
Dharma Punjabi Dhaba,New Delhi,North Indian,300,1,2.7,5,Yes,No,delhi,delhi,9879172.0,Tier 1
Domino's Pizza,New Delhi,"Pizza, Fast Food",700,2,2.5,6,No,No,delhi,delhi,9879172.0,Tier 1
Flavourz Factoree,New Delhi,"Fast Food, Chinese, Bakery",300,1,3.1,14,No,No,delhi,delhi,9879172.0,Tier 1
Gabbar Chowmein,New Delhi,Fast Food,100,1,3.0,4,No,No,delhi,delhi,9879172.0,Tier 1
Gayatri's Break Point Restaurant,New Delhi,"North Indian, South Indian, Chinese, Fast Food",300,1,3.1,4,No,No,delhi,delhi,9879172.0,Tier 1
Grover Sweets & Bakers,New Delhi,"Street Food, Chinese, Mithai",150,1,3.3,12,No,No,delhi,delhi,9879172.0,Tier 1
Khalsa Veg Corner,New Delhi,"North Indian, Fast Food",300,1,3.1,10,No,No,delhi,delhi,9879172.0,Tier 1
Lajawab Chinese Food,New Delhi,"Chinese, North Indian, Fast Food",300,1,3.0,4,No,No,delhi,delhi,9879172.0,Tier 1
Lajwab Bakery,New Delhi,Bakery,100,1,3.1,7,No,No,delhi,delhi,9879172.0,Tier 1
Maharani Rasoi,New Delhi,North Indian,150,1,3.0,5,No,No,delhi,delhi,9879172.0,Tier 1
Natkhat Bakers,New Delhi,"Bakery, Fast Food",300,1,3.1,4,Yes,No,delhi,delhi,9879172.0,Tier 1
Pastry Palace,New Delhi,"Bakery, Street Food",350,1,3.2,11,Yes,No,delhi,delhi,9879172.0,Tier 1
Punjabi Tadka,New Delhi,"North Indian, Chinese",500,2,2.7,11,Yes,No,delhi,delhi,9879172.0,Tier 1
Radha Swami Vaishno Dhaba,New Delhi,North Indian,200,1,3.0,6,No,No,delhi,delhi,9879172.0,Tier 1
Scoops,New Delhi,"Beverages, Fast Food",200,1,2.8,9,No,No,delhi,delhi,9879172.0,Tier 1
Shah Bakery,New Delhi,"Fast Food, Bakery",400,1,3.0,10,No,No,delhi,delhi,9879172.0,Tier 1
Shahi Kachauri Wale,New Delhi,Street Food,50,1,2.8,6,No,No,delhi,delhi,9879172.0,Tier 1
Shahi Kachauri,New Delhi,Street Food,50,1,2.8,4,No,No,delhi,delhi,9879172.0,Tier 1
Shri Bikaner Sweets,New Delhi,"Fast Food, South Indian, Chinese, Mithai",250,1,2.9,4,No,No,delhi,delhi,9879172.0,Tier 1
Shri Krishna Vaishno Dhaba,New Delhi,North Indian,300,1,3.0,5,No,No,delhi,delhi,9879172.0,Tier 1
Shri Murli Wala,New Delhi,"North Indian, South Indian, Chinese, Street Food",400,1,2.8,7,No,No,delhi,delhi,9879172.0,Tier 1
Shri Radha Ki Rasoi,New Delhi,"North Indian, Chinese, South Indian",300,1,2.8,6,No,No,delhi,delhi,9879172.0,Tier 1
Singh's Ice Cream Parlour,New Delhi,"Ice Cream, Desserts, Fast Food",200,1,3.0,8,No,No,delhi,delhi,9879172.0,Tier 1
Swastik Restaurant,New Delhi,"Chinese, South Indian, North Indian",400,1,2.7,6,Yes,No,delhi,delhi,9879172.0,Tier 1
Tanatan Corner,New Delhi,North Indian,200,1,2.9,7,No,No,delhi,delhi,9879172.0,Tier 1
Tasty Bite,New Delhi,"North Indian, Chinese",650,2,2.8,12,Yes,No,delhi,delhi,9879172.0,Tier 1
Aggarwal Jalebi Wale,New Delhi,Street Food,50,1,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
Aggarwal Sweets,New Delhi,"Mithai, Street Food, North Indian",200,1,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
Arora Pastry Palace,New Delhi,"Bakery, Fast Food",100,1,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
Chinese Chatorey Xpress,New Delhi,"Chinese, North Indian, Fast Food",250,1,0.0,2,Yes,No,delhi,delhi,9879172.0,Tier 1
Chocochill,New Delhi,Desserts,250,1,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
Da Pizza Zone,New Delhi,"Pizza, Fast Food",600,2,0.0,2,Yes,No,delhi,delhi,9879172.0,Tier 1
Food N Shakes,New Delhi,"Chinese, Fast Food",250,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Green Chick Chop,New Delhi,"Raw Meats, Fast Food",350,1,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
Grover Sweets,New Delhi,"Street Food, Chinese",250,1,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
J V's Fried Chicken,New Delhi,Fast Food,300,1,0.0,2,Yes,No,delhi,delhi,9879172.0,Tier 1
Kamal Chat Bhandar,New Delhi,Street Food,100,1,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
Khalsa Chicken Corner,New Delhi,"North Indian, Mughlai",250,1,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
Lala Da Shudh Vaishno Dhaba,New Delhi,North Indian,200,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Madras Cafe,New Delhi,South Indian,200,1,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
New China Town,New Delhi,Chinese,300,1,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
Pick & Carry,New Delhi,Fast Food,200,1,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
Punjabi Chicken,New Delhi,North Indian,400,1,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
Sandwiches 'N' More,New Delhi,"Fast Food, Chinese",250,1,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
Sapna Restaurant,New Delhi,"North Indian, Chinese",200,1,0.0,3,Yes,No,delhi,delhi,9879172.0,Tier 1
Sargam Sweets,New Delhi,"Desserts, Street Food",150,1,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
Tandoori Theka,New Delhi,"Mughlai, North Indian",450,1,0.0,2,Yes,No,delhi,delhi,9879172.0,Tier 1
The Darjiling Delicious Chinese Food,New Delhi,Chinese,100,1,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
Veg Darbar - The Royal Taste,New Delhi,"North Indian, Chinese",400,1,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
Veg. Darbar,New Delhi,"North Indian, Chinese",400,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Wah Ji Wah,New Delhi,North Indian,400,1,2.4,4,Yes,No,delhi,delhi,9879172.0,Tier 1
Cafe Coffee Day,New Delhi,Cafe,450,1,2.6,33,No,No,delhi,delhi,9879172.0,Tier 1
Chalte Firte Momos,New Delhi,"Fast Food, Chinese",300,1,2.6,23,No,No,delhi,delhi,9879172.0,Tier 1
Chutneez Restaurant Lounge & Bar,New Delhi,"North Indian, Chinese, Mughlai",1200,3,2.7,132,No,Yes,delhi,delhi,9879172.0,Tier 1
Domino's Pizza,New Delhi,"Pizza, Fast Food",700,2,3.4,25,No,No,delhi,delhi,9879172.0,Tier 1
Fattoush,New Delhi,Lebanese,200,1,2.9,5,No,No,delhi,delhi,9879172.0,Tier 1
Keventers,New Delhi,Beverages,400,1,3.3,25,No,No,delhi,delhi,9879172.0,Tier 1
Kutty's South Indian Cafe,New Delhi,South Indian,250,1,3.4,99,No,No,delhi,delhi,9879172.0,Tier 1
Mandrain,New Delhi,Chinese,450,1,2.8,7,No,No,delhi,delhi,9879172.0,Tier 1
Nazeer Foods,New Delhi,"Mughlai, North Indian",600,2,3.4,193,No,No,delhi,delhi,9879172.0,Tier 1
Nirula's Ice Cream,New Delhi,"Desserts, Ice Cream",250,1,3.0,38,Yes,No,delhi,delhi,9879172.0,Tier 1
Punjabi Tadka,New Delhi,North Indian,400,1,2.8,5,No,No,delhi,delhi,9879172.0,Tier 1
Rocking Woods,New Delhi,"North Indian, Chinese, Fast Food",1200,3,2.6,86,Yes,Yes,delhi,delhi,9879172.0,Tier 1
Shawarma Wala,New Delhi,Fast Food,250,1,2.5,18,No,No,delhi,delhi,9879172.0,Tier 1
Subway,New Delhi,"American, Fast Food, Salad, Healthy Food",500,2,2.5,163,Yes,No,delhi,delhi,9879172.0,Tier 1
The Yellow Chilli,New Delhi,"North Indian, Mughlai",1500,3,2.7,307,Yes,Yes,delhi,delhi,9879172.0,Tier 1
The Yummy Chilli,New Delhi,"Mughlai, North Indian",600,2,2.9,9,No,No,delhi,delhi,9879172.0,Tier 1
United Punjab,New Delhi,"North Indian, Mughlai",600,2,2.5,88,Yes,No,delhi,delhi,9879172.0,Tier 1
McDonald's,New Delhi,"Fast Food, Burger",500,2,3.6,160,Yes,No,delhi,delhi,9879172.0,Tier 1
Vintro,New Delhi,Cafe,350,1,3.9,96,Yes,No,delhi,delhi,9879172.0,Tier 1
Wow! Momo,New Delhi,"Tibetan, Chinese",350,1,3.5,54,No,No,delhi,delhi,9879172.0,Tier 1
"34, Chowringhee Lane",New Delhi,Fast Food,350,1,2.3,45,No,No,delhi,delhi,9879172.0,Tier 1
Kebab Xpress,New Delhi,"North Indian, Mughlai",600,2,2.4,117,Yes,No,delhi,delhi,9879172.0,Tier 1
Moti Mahal Delux Tandoori Trail,New Delhi,"North Indian, Mughlai",1000,3,2.2,79,Yes,Yes,delhi,delhi,9879172.0,Tier 1
Pizza Hut,New Delhi,"Italian, Pizza, Fast Food",1000,3,2.4,224,Yes,No,delhi,delhi,9879172.0,Tier 1
The Golden Dragon,New Delhi,"Chinese, Seafood, Japanese",1500,3,2.4,43,No,Yes,delhi,delhi,9879172.0,Tier 1
Yo! China,New Delhi,Chinese,900,2,2.0,191,Yes,Yes,delhi,delhi,9879172.0,Tier 1
Hawkers,New Delhi,Chinese,600,2,3.4,398,Yes,No,delhi,delhi,9879172.0,Tier 1
Nirula's,New Delhi,"Fast Food, North Indian, Desserts, Ice Cream",1100,3,3.0,145,Yes,No,delhi,delhi,9879172.0,Tier 1
Sagar Ratna,New Delhi,"South Indian, North Indian",600,2,2.8,133,Yes,No,delhi,delhi,9879172.0,Tier 1
Tribe,New Delhi,"Continental, Seafood, North Indian",2200,4,3.3,89,No,Yes,delhi,delhi,9879172.0,Tier 1
Angels in my Kitchen,New Delhi,"Bakery, Desserts, Fast Food",350,1,3.7,248,Yes,No,delhi,delhi,9879172.0,Tier 1
Beijing Street,New Delhi,"Chinese, Thai, Fast Food",650,2,3.8,122,Yes,No,delhi,delhi,9879172.0,Tier 1
Bun Intended,New Delhi,"Burger, American, Fast Food",850,2,3.8,123,Yes,No,delhi,delhi,9879172.0,Tier 1
Captain Chang,New Delhi,"Chinese, Thai",1000,3,3.9,40,Yes,No,delhi,delhi,9879172.0,Tier 1
Captain Grub,New Delhi,"American, Fast Food",1000,3,3.8,619,Yes,No,delhi,delhi,9879172.0,Tier 1
Clemency- The Restaurant & Cafe,New Delhi,"Continental, Italian, North Indian, Chinese, Lebanese",900,2,3.8,43,Yes,Yes,delhi,delhi,9879172.0,Tier 1
Flaming Chilli Pepper,New Delhi,"Chinese, Italian, North Indian",900,2,3.8,286,Yes,Yes,delhi,delhi,9879172.0,Tier 1
Hong Kong Express,New Delhi,"Chinese, Thai",800,2,3.7,164,Yes,No,delhi,delhi,9879172.0,Tier 1
Majeed's,New Delhi,"Mughlai, North Indian",800,2,3.5,170,Yes,No,delhi,delhi,9879172.0,Tier 1
Majlis-e-Mughal,New Delhi,Mughlai,900,2,3.5,95,Yes,Yes,delhi,delhi,9879172.0,Tier 1
Mickey's Kitchen,New Delhi,"Continental, American, Italian",950,2,3.9,191,Yes,No,delhi,delhi,9879172.0,Tier 1
Nanking,New Delhi,"Chinese, Seafood",1500,3,3.6,361,Yes,Yes,delhi,delhi,9879172.0,Tier 1
Nawab Dera,New Delhi,"North Indian, Mughlai, Biryani",650,2,3.8,141,Yes,No,delhi,delhi,9879172.0,Tier 1
The Cafe,New Delhi,Cafe,1000,3,3.8,20,Yes,No,delhi,delhi,9879172.0,Tier 1
The Village Cafí©,New Delhi,"Cafe, American, Italian, North Indian, Chinese",700,2,3.7,185,Yes,No,delhi,delhi,9879172.0,Tier 1
Cookfresh,New Delhi,Asian,800,2,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
Cafe Connect,New Delhi,"Cafe, Bakery",700,2,4.2,193,Yes,No,delhi,delhi,9879172.0,Tier 1
Happy Hakka,New Delhi,Chinese,650,2,4.1,173,Yes,No,delhi,delhi,9879172.0,Tier 1
Indian Saffron Co.,New Delhi,"North Indian, Mughlai",900,2,4.2,62,Yes,No,delhi,delhi,9879172.0,Tier 1
DCK- Dana Choga's Kitchen,New Delhi,"North Indian, Mughlai",800,2,2.9,252,Yes,No,delhi,delhi,9879172.0,Tier 1
Domino's Pizza,New Delhi,"Pizza, Fast Food",700,2,2.8,145,No,No,delhi,delhi,9879172.0,Tier 1
Sagar Ratna,New Delhi,"South Indian, North Indian",600,2,3.3,87,No,No,delhi,delhi,9879172.0,Tier 1
Shree Bhagatram,New Delhi,"North Indian, Chinese, South Indian, Mithai",650,2,3.3,199,Yes,No,delhi,delhi,9879172.0,Tier 1
Subway,New Delhi,"American, Fast Food, Salad, Healthy Food",500,2,2.5,131,Yes,No,delhi,delhi,9879172.0,Tier 1
Biryani Blues,New Delhi,"Biryani, Hyderabadi",750,2,3.9,105,Yes,No,delhi,delhi,9879172.0,Tier 1
Kebab Gali,New Delhi,"North Indian, Mughlai, Biryani",600,2,3.9,380,Yes,No,delhi,delhi,9879172.0,Tier 1
KFC,New Delhi,"American, Fast Food",500,2,3.6,277,Yes,No,delhi,delhi,9879172.0,Tier 1
Tipu Sultan,New Delhi,"North Indian, Mughlai",850,2,3.7,364,Yes,Yes,delhi,delhi,9879172.0,Tier 1
Angels in my Kitchen,New Delhi,"Bakery, Desserts, Fast Food",350,1,3.2,22,Yes,No,delhi,delhi,9879172.0,Tier 1
Barista,New Delhi,Cafe,650,2,3.3,47,Yes,No,delhi,delhi,9879172.0,Tier 1
Bengal Sweet Palace,New Delhi,"Mithai, Street Food",150,1,3.3,28,No,No,delhi,delhi,9879172.0,Tier 1
Bread'D Bites,New Delhi,"Bakery, Desserts, Fast Food",150,1,3.1,14,No,No,delhi,delhi,9879172.0,Tier 1
Chinese Hut,New Delhi,Chinese,400,1,3.4,20,No,No,delhi,delhi,9879172.0,Tier 1
Foodland by Orchid,New Delhi,"North Indian, South Indian, Mughlai",900,2,2.9,6,No,Yes,delhi,delhi,9879172.0,Tier 1
From The Kitchen of Mala Bindra,New Delhi,Bakery,250,1,3.1,9,No,No,delhi,delhi,9879172.0,Tier 1
Go Kylin,New Delhi,"Japanese, Chinese, Asian, Malaysian, Thai, Vietnamese",1500,3,2.8,9,Yes,No,delhi,delhi,9879172.0,Tier 1
Green Chick Chop,New Delhi,"Raw Meats, North Indian, Fast Food",350,1,3.3,23,No,No,delhi,delhi,9879172.0,Tier 1
Hawkers,New Delhi,Chinese,300,1,2.7,26,Yes,No,delhi,delhi,9879172.0,Tier 1
HotPlate,New Delhi,"Fast Food, North Indian",150,1,3.1,8,No,No,delhi,delhi,9879172.0,Tier 1
New Janta Restaurant,New Delhi,"North Indian, Mughlai",600,2,3.1,31,No,No,delhi,delhi,9879172.0,Tier 1
Rainbows,New Delhi,"Bakery, Fast Food",400,1,3.2,28,Yes,No,delhi,delhi,9879172.0,Tier 1
Sinfully Yours,New Delhi,"Bakery, Desserts",300,1,3.3,18,Yes,No,delhi,delhi,9879172.0,Tier 1
Slice of Italy,New Delhi,"Italian, Pizza, Bakery",700,2,2.8,299,Yes,No,delhi,delhi,9879172.0,Tier 1
Spice Deli,New Delhi,"North Indian, Chinese",1100,3,3.3,52,Yes,Yes,delhi,delhi,9879172.0,Tier 1
Twenty Four Seven,New Delhi,"Fast Food, North Indian",300,1,3.1,9,No,No,delhi,delhi,9879172.0,Tier 1
Uncle Tom's Steamed Hot Dogs,New Delhi,Fast Food,200,1,3.3,40,No,No,delhi,delhi,9879172.0,Tier 1
AOWLS,New Delhi,"Chinese, Fast Food",300,1,3.5,37,Yes,No,delhi,delhi,9879172.0,Tier 1
Costa Coffee,New Delhi,Cafe,600,2,3.6,80,No,No,delhi,delhi,9879172.0,Tier 1
Georgia Dakota,New Delhi,"Bakery, Desserts",450,1,3.6,34,No,No,delhi,delhi,9879172.0,Tier 1
Instapizza After Hours,New Delhi,"Pizza, Fast Food",900,2,3.5,21,Yes,No,delhi,delhi,9879172.0,Tier 1
The Pint Room,New Delhi,"Finger Food, Continental, Italian",1700,3,3.7,76,No,Yes,delhi,delhi,9879172.0,Tier 1
Anthony's Kitchen,New Delhi,"North Indian, South Indian",250,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Bakermania,New Delhi,"Bakery, Fast Food",400,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Cafe Coffee Day,New Delhi,Cafe,450,1,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
Cones & Curries,New Delhi,North Indian,300,1,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
Giani,New Delhi,"Ice Cream, Desserts",400,1,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
Kaptain Bakery,New Delhi,Bakery,200,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Kayasth Cuisine,New Delhi,Mughlai,1000,3,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
Mahinder Food Corner,New Delhi,"North Indian, Street Food",200,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Mohanty Bakery & Confectionery,New Delhi,Bakery,200,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Practically Perfect,New Delhi,"Bakery, Desserts",500,2,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Take Away Depot,New Delhi,"Chinese, Mughlai, North Indian",600,2,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
The Artful Baker,New Delhi,"Bakery, Fast Food",600,2,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Perch Wine & Coffee Bar,New Delhi,"Cafe, European",2000,4,4.3,114,No,No,delhi,delhi,9879172.0,Tier 1
Aggarwal Confectionary,New Delhi,"Street Food, Bakery",50,1,2.8,7,No,No,delhi,delhi,9879172.0,Tier 1
Aggarwal Sweet Corner,New Delhi,"Mithai, Street Food",150,1,2.9,16,No,No,delhi,delhi,9879172.0,Tier 1
Ananda's,New Delhi,"South Indian, Chinese",350,1,3.0,31,No,No,delhi,delhi,9879172.0,Tier 1
Ankur Family Restaurant,New Delhi,"North Indian, Chinese",500,2,2.8,7,No,No,delhi,delhi,9879172.0,Tier 1
Ayush Restaurant,New Delhi,North Indian,400,1,3.2,13,No,No,delhi,delhi,9879172.0,Tier 1
Chef's Paradise,New Delhi,"North Indian, Mughlai, Chinese",400,1,3.1,36,Yes,No,delhi,delhi,9879172.0,Tier 1
Domino's Pizza,New Delhi,"Pizza, Fast Food",700,2,2.6,17,No,No,delhi,delhi,9879172.0,Tier 1
Fatafat Fast Food,New Delhi,"Chinese, Fast Food",450,1,3.3,32,No,No,delhi,delhi,9879172.0,Tier 1
Giani,New Delhi,"Ice Cream, Desserts",300,1,3.0,5,No,No,delhi,delhi,9879172.0,Tier 1
Green Tea Fanatics,New Delhi,"Beverages, Fast Food",250,1,3.4,31,No,No,delhi,delhi,9879172.0,Tier 1
Khansama,New Delhi,"North Indian, Mughlai",350,1,3.3,30,No,No,delhi,delhi,9879172.0,Tier 1
Pauls Food,New Delhi,"North Indian, Chinese",550,2,2.9,14,No,No,delhi,delhi,9879172.0,Tier 1
Punjabi Vaishno Rasoi,New Delhi,North Indian,200,1,2.9,4,No,No,delhi,delhi,9879172.0,Tier 1
Republic of Chicken,New Delhi,"Raw Meats, Fast Food",400,1,2.9,10,No,No,delhi,delhi,9879172.0,Tier 1
Taj Sweets,New Delhi,Mithai,100,1,3.1,16,No,No,delhi,delhi,9879172.0,Tier 1
The Cake,New Delhi,Bakery,200,1,3.0,4,No,No,delhi,delhi,9879172.0,Tier 1
The Food Court,New Delhi,"Fast Food, Chinese",400,1,3.7,32,Yes,No,delhi,delhi,9879172.0,Tier 1
Adi's Restaurant,New Delhi,North Indian,300,1,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
Aggarwal Sweet & Bakers,New Delhi,"Mithai, Street Food",150,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Aggarwal Sweets,New Delhi,Desserts,150,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Aggarwal Sweets,New Delhi,"Mithai, Street Food",100,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Always Eat Green,New Delhi,"North Indian, South Indian, Chinese",300,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Anjali Resaturant,New Delhi,North Indian,200,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Annapoorna Bhojanalya,New Delhi,North Indian,100,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Anupam Eating Point,New Delhi,North Indian,150,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Bikaner Rasoi,New Delhi,North Indian,250,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Cafe Mom,New Delhi,North Indian,100,1,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
Cafe Youth,New Delhi,Chinese,350,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Cake Express,New Delhi,Bakery,350,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Cake Knighter,New Delhi,Bakery,300,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Catchup Green,New Delhi,Fast Food,300,1,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
D Food,New Delhi,"North Indian, Street Food",200,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Delicious Cake,New Delhi,Bakery,300,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Famous Parantha and Poori Sabzi,New Delhi,North Indian,50,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
FM Biryani Point,New Delhi,Biryani,150,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Food Plaza,New Delhi,"Chinese, Fast Food",250,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Foodiez,New Delhi,Street Food,150,1,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
Goli Vada Pav No. 1,New Delhi,Street Food,100,1,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
Hyderabad's Delight,New Delhi,"Hyderabadi, Biryani",400,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Khan Tandoori Hub,New Delhi,"North Indian, Mughlai",500,2,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Khan Tandoori Nights,New Delhi,Mughlai,400,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Meatwale.com,New Delhi,Raw Meats,150,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
